Věšín | 262 43 
Višňová | 262 61 
Volenice | 262 72 
Voznice | 263 01 
Vrančice | 262 31 
Vranovice | 262 42 
Vševily | 262 72 
Vysoká u Příbramě | 262 42 
Vysoký Chlumec | 262 52 
Zalužany | 262 84 
Zbenice | 262 31 
Zduchovice | 262 63 
Županovice | 263 01
- 
Bdín | 270 54 
Branov | 270 23 
Břežany | 270 34 
Čistá | 270 34 
Děkov | 270 04 
Drahouš | 270 33 
Hořesedly | 270 04 
Hořovičky | 270 03 
Hracholusky | 270 41 
Hřebečníky | 270 41 
Hředle | 270 08 
Hvozd | 270 35 
Chrášťany | 270 01 
Janov | 270 06 
Jesenice | 270 33 
Kalivody | 270 54 
Karlova Ves | 270 23 
Kněževes | 270 01 
Kolešov | 270 04 
Kolešovice | 270 02 
Kounov | 270 06 
Kozojedy | 270 54 
Krakov | 270 35 
Krakovec | 270 35 
Kroučová | 270 54 
Krty | 270 33 
Krupá | 270 09 
Krušovice | 270 53 
Křivoklát | 270 23 
Lašovice | 270 21 
Lišany | 270 52 
Lubná | 270 36 
Lužná | 270 51 
Malinová | 270 35 
Městečko | 270 23 
Milostín | 270 05 
Milý | 270 54 
Mšec | 270 64 
Mšecké Žehrovice | 270 64 
Mutějovice | 270 07 
Nesuchyně | 270 07 
Nezabudice | 270 23 
Nové Strašecí | 271 01 
Nový Dům | 269 01 
Olešná | 269 01 
Oráčov | 270 32 
Panoší Újezd | 270 21 
Pavlíkov | 270 21 
Petrovice | 270 35 
Pochvalov | 270 55 
Přerubenice | 270 54 
Příčina | 270 35 
Přílepy | 270 01 
Pšovlky | 270 31 
Pustověty | 270 23 
Račice | 270 24 
Rakovník | 269 01 
Roztoky | 270 23 
Ruda | 271 01 
Rynholec | 270 62 
Řeřichy | 270 35 
Řevničov | 270 54 
Senec | 270 36 
Senomaty | 270 31 
Skryje | 270 42 
Slabce | 270 41 
Smilovice | 270 54 
Srbeč | 270 65 
Svojetín | 270 04 
Sýkořice | 270 24 
Šanov | 270 31 
Šípy | 270 34 
Švihov | 270 33 
Třeboc | 270 54 
Třtice | 271 01 
Václavy | 270 35 
Velká Buková | 270 23 
Velká Chmelištná | 270 34 
Všesulov | 270 34 
Všetaty | 270 21 
Zavidov | 270 35 
Zbečno | 270 24 
Žďár | 270 33
- 
Adamov | 373 71 
Bečice | 375 01 
Borek | 370 10 
Borovany | 373 12 
Borovnice | 370 07 
Boršov nad Vltavou | 373 82 
Bošilec | 373 65 
Branišov | 373 84 
Břehov | 373 41 
Čakov | 373 83 
Čejkovice | 373 41 
Čenkov u Bechyně | 391 65 
České Budějovice | 370 01 
Čížkrajice | 374 01 
Dasný | 373 41 
Dívčice | 373 48 
Dobrá Voda u Českých Budějovic | 373 16 
Dobšice | 375 01 
Dolní Bukovsko | 373 65 
Doubravice | 370 08 
Doudleby | 370 07 
Drahotěšice | 373 41 
Dražíč | 375 01 
Dříteň | 373 51 
Dubičné | 373 71 
Dubné | 373 84 
Dynín | 373 64 
Habří | 373 84 
Hartmanice | 373 65 
Heřmaň | 370 07 
Hlavatce | 373 48 
Hlincová Hora | 373 71 
Hluboká nad Vltavou | 373 41 
Homole | 370 01 
Horní Kněžeklady | 375 01 
Horní Stropnice | 373 35 
Hosín | 373 41 
Hosty | 375 01 
Hradce | 370 01 
Hranice | 373 33 
Hrdějovice | 373 61 
Hůry | 373 71 
Hvozdec | 373 72 
Chotýčany | 373 62 
Chrášťany | 373 04 
Jankov | 373 84 
Jílovice | 373 32 
Jivno | 373 71 
Kamenná | 373 33 
Kamenný Újezd | 373 81 
Komařice | 373 14 
Kvítkovice | 373 84 
Ledenice | 373 11 
Libín | 373 73 
Libníč | 373 71 
Lipí | 373 84 
Lišov | 373 72 
Litvínovice | 370 01 
Ločenice | 373 22 
Mazelov | 373 63 
Mladošovice | 379 01 
Modrá Hůrka | 375 01 
Mokrý Lom | 374 01 
Mydlovary | 373 49 
Nákří | 373 48 
Nedabyle | 370 06 
Neplachov | 373 65 
Nová Ves | 373 15 
Nové Hrady | 373 33 
Olešnice | 373 31 
Olešník | 373 50 
Ostrolovský Újezd | 374 01 
Petříkov | 374 01 
Pištín | 373 46 
Planá | 370 01 
Plav | 370 07 
Radošovice | 373 41 
Roudné | 370 07 
Rudolfov | 373 71 
Římov | 373 24 
Sedlec | 373 47 
Slavče | 373 21 
Srubec | 370 06 
Staré Hodějovice | 370 08 
Strážkovice | 374 01 
Strýčice | 373 41 
Střížov | 374 01 
Svatý Jan nad Malší | 373 23 
Ševětín | 373 63 
Štěpánovice | 373 73 
Temelín | 373 01 
Trhové Sviny | 374 01 
Týn nad Vltavou | 375 01 
Úsilné | 370 10 
Včelná | 373 82 
Vidov | 370 07 
Vitín | 373 63 
Vlkov | 373 41 
Vrábče | 370 01 
Vráto | 370 01 
Všemyslice | 373 02 
Záboří | 373 84 
Zahájí | 373 48 
Závraty | 370 01 
Zliv | 373 44 
Zvíkov | 373 72 
Žabovřesky | 373 41 
Žár | 373 33 
Žimutice | 373 66
- 
Benešov nad Černou | 382 82 
Besednice | 382 81 
Bohdalovice | 382 11 
Boletice | 382 29 
Brloh | 382 06 
Bujanov | 382 41 
Černá v Pošumaví | 382 23 
Český Krumlov | 381 01 
Dolní Dvořiště | 382 72 
Dolní Třebonín | 382 01 
Frymburk | 382 79 
Holubov | 382 03 
Horní Dvořiště | 382 93 
Horní Planá | 382 26 
Hořice na Šumavě | 382 22 
Chlumec | 382 32 
Chvalšiny | 382 08 
Kájov | 382 21 
Kaplice | 382 41 
Křemže | 382 03 
Lipno nad Vltavou | 382 78 
Loučovice | 382 76 
Malonty | 382 91 
Malšín | 382 73 
Mirkovice | 382 31 
Mojné | 382 32 
Netřebice | 382 32 
Nová Ves | 382 03 
Omlenice | 382 41 
Pohorská Ves | 382 83 
Přední Výtoň | 382 79 
Přídolí | 381 01 
Přísečná | 381 01 
Rožmberk nad Vltavou | 382 18 
Rožmitál na Šumavě | 382 92 
Soběnov | 382 41 
Srnín | 381 01 
Střítež | 382 32 
Světlík | 382 16 
Velešín | 382 32 
Větřní | 382 11 
Věžovatá Pláně | 382 32 
Vyšší Brod | 382 73 
Zlatá Koruna | 382 02 
Zubčice | 382 32 
Zvíkov | 382 32
- 
Báňovice | 380 01 
Bednárec | 378 42 
Bednáreček | 378 42 
Blažejov | 378 52 
Bořetín | 378 53 
Březina | 378 21 
Budeč | 378 92 
Budíškovice | 378 91 
Cep | 379 01 
Cizkrajov | 378 81 
Červený Hrádek | 380 01 
České Velenice | 378 10 
Český Rudolec | 378 83 
Číměř | 378 32 
Člunek | 378 61 
Dačice | 380 01 
Dešná | 378 73 
Deštná | 378 25 
Dívčí Kopy | 378 42 
Dobrohošť | 380 01 
Dolní Pěna | 377 01 
Dolní Žďár | 378 02 
Domanín | 379 01 
Doňov | 378 21 
Drunče | 378 21 
Dunajovice | 379 01 
Dvory nad Lužnicí | 378 08 
Frahelž | 378 16 
Hadravova Rosička | 378 42 
Halámky | 378 06 
Hamr | 378 04 
Hatín | 377 01 
Heřmaneč | 378 53 
Horní Meziříčko | 378 53 
Horní Němčice | 378 53 
Horní Pěna | 378 31 
Horní Radouň | 378 43 
Horní Skrýchov | 377 01 
Horní Slatina | 380 01 
Hospříz | 377 01 
Hrachoviště | 379 01 
Hříšice | 380 01 
Chlum u Třeboně | 378 04 
Jarošov nad Nežárkou | 378 41 
Jilem | 378 53 
Jindřichův Hradec | 377 01 
Kačlehy | 377 01 
Kamenný Malíkov | 378 42 
Kardašova Řečice | 378 21 
Klec | 378 16 
Kostelní Radouň | 378 42 
Kostelní Vydří | 380 01 
Kunžak | 378 62 
Lásenice | 378 01 
Lodhéřov | 378 26 
Lomnice nad Lužnicí | 378 16 
Lužnice | 378 16 
Majdalena | 378 04 
Nová Bystřice | 378 33 
Nová Olešná | 378 53 
Nová Včelnice | 378 42 
Nová Ves nad Lužnicí | 378 09 
Novosedly nad Nežárkou | 378 17 
Okrouhlá Radouň | 378 42 
Peč | 380 01 
Písečné | 378 72 
Pístina | 378 02 
Plavsko | 378 02 
Pleše | 378 21 
Pluhův Žďár | 378 24 
Polště | 377 01 
Ponědraž | 378 16 
Ponědrážka | 378 16 
Popelín | 378 55 
Příbraz | 378 02 
Rapšach | 378 07 
Ratiboř | 377 01 
Rodvínov | 377 01 
Roseč | 378 46 
Rosička | 378 21 
Slavonice | 378 81 
Smržov | 378 16 
Staňkov | 378 04 
Staré Hobzí | 378 71 
Staré Město pod Landštejnem | 378 82 
Stráž nad Nežárkou | 378 02 
Strmilov | 378 53 
Stříbřec | 378 18 
Střížovice | 378 53 
Studená | 378 56 
Suchdol nad Lužnicí | 378 06 
Světce | 378 21 
Třebětice | 380 01 
Třeboň | 379 01 
Újezdec | 378 21 
Velký Ratmírov | 377 01 
Vícemil | 378 21 
Višňová | 378 21 
Vlčetínec | 378 42 
Volfířov | 380 01 
Vydří | 378 02 
Záblatí | 378 16 
Záhoří | 378 21 
Zahrádky | 378 53 
Žďár | 378 42 
Županovice | 378 81
- 
Albrechtice nad Vltavou | 398 16 
Bernartice | 398 43 
Borovany | 398 43 
Boudy | 398 04 
Božetice | 399 01 
Branice | 398 43 
Cerhonice | 398 04 
Čimelice | 398 04 
Čížová | 398 31 
Dobev | 397 01 
Dolní Novosedly | 397 01 
Drhovle | 397 01 
Heřmaň | 398 11 
Horosedly | 398 04 
Hrazany | 399 01 
Hrejkovice | 398 59 
Chyšky | 398 53 
Jetětice | 398 48 
Jickovice | 399 01 
Kestřany | 398 21 
Kluky | 398 19 
Kostelec nad Vltavou | 398 58 
Kovářov | 398 55 
Kožlí | 398 04 
Králova Lhota | 398 04 
Křenovice | 398 43 
Křižanov | 398 43 
Kučeř | 398 34 
Květov | 399 01 
Lety | 398 04 
Milevsko | 399 01 
Minice | 398 04 
Mirotice | 398 01 
Mirovice | 398 06 
Mišovice | 398 04 
Myslín | 398 04 
Nerestce | 398 04 
Nevězice | 398 04 
Okrouhlá | 398 43 
Olešná | 398 43 
Orlík nad Vltavou | 398 07 
Osek | 399 01 
Oslov | 398 35 
Ostrovec | 398 33 
Paseky | 398 11 
Písek | 397 01 
Podolí I | 398 43 
Probulov | 398 04 
Protivín | 398 11 
Přeborov | 399 01 
Předotice | 397 01 
Přeštěnice | 399 01 
Putim | 397 01 
Rakovice | 398 04 
Ražice | 398 22 
Sepekov | 398 51 
Skály | 398 11 
Slabčice | 398 47 
Smetanova Lhota | 398 04 
Stehlovice | 398 43 
Tálín | 398 15 
Temešvár | 397 01 
Varvažov | 397 01 
Veselíčko | 398 42 
Vlastec | 397 01 
Vlksice | 399 01 
Vojníkov | 397 01 
Vráž | 398 32 
Vrcovice | 397 01 
Záhoří | 398 18 
Zbelítov | 399 01 
Zběšičky | 398 43 
Zhoř | 399 01 
Zvíkovské Podhradí | 397 01 
Žďár | 398 11
- 
Babice | 384 11 
Bohumilice | 384 81 
Bohunice | 384 22 
Borová Lada | 384 92 
Bošice | 384 81 
Budkov | 384 22 
Buk | 384 21 
Bušanovice | 384 22 
Čkyně | 384 81 
Drslavice | 384 21 
Dub | 384 25 
Dvory | 384 21 
Horní Vltavice | 384 91 
Hracholusky | 383 01 
Husinec | 384 21 
Chlumany | 384 22 
Chroboly | 384 04 
Chvalovice | 384 11 
Kratušín | 384 21 
Křišťanov | 383 01 
Ktiš | 384 03 
Kubova Huť | 385 01 
Kvilda | 384 93 
Lažiště | 384 32 
Lčovice | 384 81 
Lenora | 384 42 
Lhenice | 384 02 
Lipovice | 384 22 
Lužice | 384 11 
Mahouš | 384 11 
Malovice | 384 11 
Mičovice | 383 01 
Nebahovy | 384 01 
Němčice | 384 11 
Netolice | 384 11 
Nicov | 384 73 
Nová Pec | 384 62 
Nové Hutě | 385 01 
Olšovice | 384 11 
Pěčnov | 384 21 
Prachatice | 383 01 
Radhostice | 384 81 
Stachy | 384 73 
Stožec | 384 44 
Strážný | 384 43 
Strunkovice nad Blanicí | 384 26 
Svatá Maří | 385 01 
Šumavské Hoštice | 384 71 
Těšovice | 384 21 
Tvrzice | 384 22 
Újezdec | 384 22 
Vacov | 384 86 
Vimperk | 385 01 
Vitějovice | 384 27 
Vlachovo Březí | 384 22 
Volary | 384 51 
Vrbice | 384 73 
Záblatí | 384 33 
Zábrdí | 384 21 
Zálezly | 384 81 
Zbytiny | 384 41 
Zdíkov | 384 72 
Žárovná | 384 21 
Želnava | 384 51 
Žernovice | 383 01
- 
Bavorov | 387 73 
Bělčice | 387 43 
Bezdědovice | 388 01 
Bílsko | 387 73 
Blatná | 388 01 
Bratronice | 388 01 
Březí | 262 42 
Budyně | 387 73 
Buzice | 388 01 
Cehnice | 387 52 
Čečelovice | 388 01 
Čejetice | 386 01 
Čepřovice | 387 56 
Čestice | 387 19 
Číčenice | 387 71 
Doubravice | 387 35 
Drahonice | 389 01 
Drachkov | 386 01 
Drážov | 387 19 
Droužetice | 386 01 
Dřešín | 387 19 
Hajany | 388 01 
Hájek | 387 73 
Hlupín | 386 01 
Horní Poříčí | 386 01 
Hornosín | 387 42 
Hoslovice | 387 19 
Hoštice | 387 01 
Chelčice | 389 01 
Chlum | 388 01 
Chobot | 388 01 
Chrášťovice | 386 01 
Jinín | 386 01 
Kadov | 387 33 
Kalenice | 387 16 
Katovice | 387 11 
Kladruby | 387 16 
Kocelovice | 387 42 
Krajníčko | 387 73 
Kraselov | 387 20 
Krašlovice | 389 01 
Krejnice | 387 16 
Krty-Hradec | 386 01 
Kuřimany | 386 01 
Kváskovice | 386 01 
Lažánky | 388 01 
Lažany | 388 01 
Libějovice | 387 72 
Libětice | 386 01 
Litochovice | 387 01 
Lnáře | 387 42 
Lom | 388 01 
Mačkov | 388 01 
Malenice | 387 06 
Mečichov | 387 36 
Měkynec | 387 73 
Milejovice | 387 01 
Miloňovice | 386 01 
Mnichov | 386 01 
Mutěnice | 386 01 
Myštice | 388 01 
Nebřehovice | 386 01 
Němčice | 387 19 
Němětice | 387 01 
Nihošovice | 387 01 
Nišovice | 387 01 
Nová Ves | 387 19 
Novosedly | 387 16 
Osek | 386 01 
Paračov | 386 01 
Pivkovice | 387 73 
Pohorovice | 389 01 
Pracejovice | 386 01 
Předmíř | 387 42 
Přední Zborovice | 387 01 
Předslavice | 387 01 
Přechovice | 387 01 
Přešťovice | 386 01 
Radějovice | 387 73 
Radomyšl | 387 31 
Radošovice | 386 01 
Rovná | 386 01 
Řepice | 386 01 
Sedlice | 387 32 
Skály | 386 01 
Skočice | 387 75 
Slaník | 386 01 
Sousedovice | 386 01 
Stožice | 389 01 
Strakonice | 386 01 
Strašice | 387 16 
Strunkovice nad Volyňkou | 387 01 
Střelské Hoštice | 387 15 
Škvořetice | 388 01 
Štěchovice | 387 16 
Štěkeň | 387 51 
Tchořovice | 388 01 
Truskovice | 389 01 
Třebohostice | 387 37 
Třešovice | 386 01 
Úlehle | 387 19 
Únice | 386 01 
Uzenice | 388 01 
Uzeničky | 388 01 
Vacovice | 387 19 
Velká Turná | 386 01 
Vodňany | 389 01 
Volenice | 387 16 
Volyně | 387 01 
Záboří | 387 34 
Zahorčice | 387 19 
Zvotoky | 387 16
- 
Balkova Lhota | 391 31 
Bečice | 391 75 
Bechyně | 391 65 
Běleč | 391 43 
Borkovice | 391 91 
Borotín | 391 35 
Bradáčov | 391 43 
Březnice | 391 71 
Budislav | 392 01 
Černýšovice | 391 65 
Dírná | 391 27 
Dlouhá Lhota | 391 55 
Dobronice u Bechyně | 391 65 
Dolní Hořice | 391 55 
Dolní Hrachovice | 391 43 
Drahov | 391 81 
Dráchov | 392 01 
Dražice | 391 31 
Dražičky | 391 75 
Drhovice | 391 31 
Haškovcova Lhota | 391 65 
Hlasivo | 391 43 
Hlavatce | 391 73 
Hodětín | 391 65 
Hodonice | 391 65 
Chotěmice | 392 01 
Chotoviny | 391 37 
Choustník | 391 18 
Chrbonín | 391 55 
Chýnov | 391 55 
Jedlany | 391 37 
Jistebnice | 391 33 
Katov | 392 01 
Klenovice | 392 01 
Komárov | 392 01 
Košice | 391 17 
Košín | 391 37 
Krátošice | 392 01 
Krtov | 392 01 
Libějice | 391 11 
Lom | 391 11 
Malšice | 391 75 
Mažice | 391 81 
Meziříčí | 391 31 
Mezná | 392 01 
Mladá Vožice | 391 43 
Mlýny | 392 01 
Myslkovice | 391 16 
Nadějkov | 398 52 
Nasavrky | 391 31 
Nemyšl | 391 43 
Nová Ves u Chýnova | 391 55 
Nová Ves u Mladé Vožice | 391 43 
Oldřichov | 391 43 
Opařany | 391 61 
Planá nad Lužnicí | 391 11 
Pohnánec | 391 43 
Pohnání | 391 43 
Pojbuky | 391 43 
Přehořov | 392 01 
Psárov | 392 01 
Radenín | 391 20 
Radětice | 391 65 
Radimovice u Tábora | 391 31 
Radimovice u Želče | 391 11 
Radkov | 391 31 
Rataje | 391 65 
Ratibořské Hory | 391 42 
Rodná | 391 43 
Roudná | 392 01 
Řemíčov | 391 43 
Řepeč | 391 61 
Řípec | 391 81 
Sedlečko u Soběslavě | 392 01 
Sezimovo Ústí | 391 01 
Skalice | 391 11 
Skopytce | 392 01 
Skrýchov u Malšic | 391 75 
Slapsko | 391 43 
Slapy | 391 76 
Smilovy Hory | 391 52 
Soběslav | 392 01 
Stádlec | 391 62 
Sudoměřice u Bechyně | 391 72 
Sudoměřice u Tábora | 391 36 
Sviny | 391 81 
Svrabov | 391 31 
Šebířov | 391 43 
Tábor | 390 01 
Třebějice | 392 01 
Tučapy | 391 26 
Turovec | 391 21 
Ústrašice | 391 11 
Val | 391 81 
Vesce | 392 01 
Veselí nad Lužnicí | 391 81 
Vilice | 391 43 
Vlastiboř | 392 01 
Vlčeves | 392 01 
Vlkov | 391 81 
Vodice | 391 53 
Zadní Střítež | 391 43 
Záhoří | 391 65 
Zálší | 391 81 
Zhoř u Mladé Vožice | 391 43 
Zhoř u Tábora | 391 11 
Zlukov | 391 81 
Zvěrotice | 392 01 
Želeč | 391 74 
Žíšov | 391 81
- 
Babylon | 344 01 
Bělá nad Radbuzou | 345 26 
Blížejov | 346 01 
Brnířov | 345 06 
Bukovec | 345 62 
Čečovice | 345 62 
Čermná | 345 61 
Černovice | 345 62 
Česká Kubice | 344 01 
Díly | 344 01 
Domažlice | 344 01 
Drahotín | 345 22 
Draženov | 344 01 
Hlohová | 345 61 
Hlohovčice | 345 61 
Holýšov | 345 62 
Hora Svatého Václava | 345 22 
Horní Kamenice | 345 62 
Horšovský Týn | 346 01 
Hostouň | 345 25 
Hradiště | 345 43 
Hvožďany | 345 22 
Chocomyšl | 345 43 
Chodov | 345 33 
Chodská Lhota | 345 06 
Chrastavice | 344 01 
Kanice | 345 43 
Kaničky | 345 43 
Kdyně | 345 06 
Klenčí pod Čerchovem | 345 34 
Koloveč | 345 43 
Kout na Šumavě | 344 01 
Křenovy | 345 61 
Kvíčovice | 345 62 
Libkov | 345 06 
Loučim | 345 06 
Luženičky | 344 01 
Meclov | 346 01 
Mezholezy (dříve okres Domažlice) | 345 06 
Mezholezy (dříve okres Horšovský Týn) | 346 01 
Milavče | 344 01 
Mířkov | 346 01 
Mnichov | 345 22 
Močerady | 345 61 
Mrákov | 345 01 
Mutěnín | 345 25 
Nemanice | 344 01 
Němčice | 345 06 
Neuměř | 345 62 
Nevolice | 344 01 
Nová Ves | 345 06 
Nový Kramolín | 344 01 
Osvračín | 345 61 
Otov | 345 22 
Pařezov | 344 01 
Pasečnice | 344 01 
Pec | 344 01 
Pelechy | 344 01 
Poběžovice | 345 22 
Pocinovice | 345 06 
Poděvousy | 345 61 
Postřekov | 345 35 
Puclice | 345 61 
Rybník | 345 25 
Semněvice | 346 01 
Spáňov | 344 01 
Srbice | 345 43 
Srby | 346 01 
Staňkov | 345 61 
Stráž | 344 01 
Štichov | 345 62 
Tlumačov | 344 01 
Trhanov | 345 33 
Úboč | 345 43 
Újezd | 344 01 
Únějovice | 345 43 
Úsilov | 345 06 
Velký Malahov | 346 01 
Vidice | 346 01 
Vlkanov | 345 22 
Všekary | 345 62 
Všepadly | 345 43 
Všeruby | 345 06 
Zahořany | 344 01 
Ždánov | 344 01
- 
Běhařov | 340 21 
Běšiny | 339 01 
Bezděkov | 339 01 
Biřkov | 334 01 
Bolešiny | 339 01 
Břežany | 341 01 
Budětice | 342 01 
Bukovník | 342 01 
Čachrov | 339 01 
Černíkov | 345 06 
Červené Poříčí | 340 12 
Číhaň | 341 42 
Čímice | 342 01 
Dešenice | 340 22 
Dlažov | 340 21 
Dlouhá Ves | 342 01 
Dobršín | 342 01 
Dolany | 339 01 
Domoraz | 342 01 
Dražovice | 342 01 
Frymburk | 342 01 
Hamry | 340 22 
Hartmanice | 342 01 
Hejná | 341 01 
Hlavňovice | 341 42 
Hnačov | 340 34 
Horažďovice | 341 01 
Horská Kvilda | 385 01 
Hrádek | 342 01 
Hradešice | 341 01 
Chanovice | 341 01 
Chlistov | 339 01 
Chudenice | 339 01 
Chudenín | 340 22 
Janovice nad Úhlavou | 340 21 
Javor | 340 21 
Ježovy | 340 12 
Kašperské Hory | 341 92 
Kejnice | 341 01 
Klatovy | 339 01 
Klenová | 340 21 
Kolinec | 341 42 
Kovčín | 341 01 
Křenice | 340 12 
Kvášňovice | 341 01 
Lomec | 339 01 
Malý Bor | 341 01 
Maňovice | 341 01 
Měčín | 340 12 
Mezihoří | 340 12 
Mlýnské Struhadlo | 339 01 
Modrava | 341 92 
Mochtín | 339 01 
Mokrosuky | 342 01 
Myslív | 341 01 
Myslovice | 339 01 
Nalžovské Hory | 341 01 
Nehodiv | 341 01 
Nezamyslice | 342 01 
Nezdice na Šumavě | 342 01 
Nýrsko | 340 22 
Obytce | 339 01 
Olšany | 341 01 
Ostřetice | 339 01 
Pačejov | 341 01 
Petrovice u Sušice | 342 01 
Plánice | 340 34 
Podmokly | 342 01 
Poleň | 339 01 
Prášily | 342 01 
Předslav | 339 01 
Rabí | 342 01 
Rejštejn | 341 92 
Slatina | 341 01 
Soběšice | 342 01 
Srní | 341 92 
Strašín | 342 01 
Strážov | 340 21 
Sušice | 342 01 
Svéradice | 341 01 
Švihov | 340 12 
Tužice | 341 42 
Týnec | 340 21 
Újezd u Plánice | 339 01 
Velhartice | 341 42 
Velké Hydčice | 341 01 
Velký Bor | 341 01 
Vrhaveč | 339 01 
Vřeskovice | 334 01 
Zavlekov | 341 42 
Zborovy | 340 34 
Železná Ruda | 340 04 
Žihobce | 342 01 
Žichovice | 342 01
- 
Dýšina | 330 02 
Chrást | 330 03 
Chválenice | 332 04 
Kyšice | 337 01 
Letkov | 326 00 
Lhůta | 326 00 
Losiná | 332 04 
Mokrouše | 326 00 
Nezbavětice | 332 04 
Nezvěstice | 332 04 
Plzeň 1 | 323 00 
Plzeň 10-Lhota | 301 00 
Plzeň 2-Slovany | 326 00 
Plzeň 3 | 301 00 
Plzeň 4 | 312 00 
Plzeň 5-Křimice | 322 00 
Plzeň 6-Litice | 321 00 
Plzeň 7-Radčice | 322 00 
Plzeň 8-Černice | 326 00 
Plzeň 9-Malesice | 330 33 
Starý Plzenec | 332 02 
Šťáhlavy | 332 03 
Štěnovický Borek | 332 09 
Tymákov | 326 00
- 
Bdeněves | 330 32 
Bezvěrov | 330 41 
Bílov | 331 41 
Blatnice | 330 23 
Blažim | 330 38 
Bohy | 331 41 
Brodeslavy | 331 41 
Bučí | 331 52 
Čeminy | 330 33 
Černíkovice | 331 41 
Čerňovice | 330 36 
Česká Bříza | 330 11 
Dobříč | 331 51 
Dolany | 330 11 
Dolní Bělá | 331 52 
Dolní Hradiště | 331 51 
Dražeň | 331 01 
Druztová | 330 11 
Heřmanova Huť | 330 24 
Hlince | 331 41 
Hněvnice | 330 23 
Holovousy | 331 41 
Horní Bělá | 331 52 
Horní Bříza | 330 12 
Hromnice | 330 11 
Hvozd | 331 01 
Chotíkov | 330 11 
Chříč | 331 41 
Jarov | 331 51 
Kaceřov | 331 51 
Kaznějov | 331 51 
Kbelany | 330 23 
Kočín | 331 41 
Kopidlo | 331 41 
Koryta | 331 51 
Kozojedy | 331 41 
Kozolupy | 330 32 
Kožlany | 331 41 
Kralovice | 331 41 
Krašovice | 330 13 
Krsy | 330 38 
Křelovice | 330 36 
Kunějovice | 330 35 
Ledce | 330 11 
Líně | 330 21 
Líšťany | 330 35 
Líté | 331 52 
Lochousice | 330 23 
Loza | 331 52 
Manětín | 331 62 
Město Touškov | 330 33 
Mladotice | 331 41 
Mrtník | 331 52 
Myslinka | 330 23 
Nadryby | 330 11 
Nečtiny | 331 62 
Nekmíř | 331 52 
Nevřeň | 330 11 
Nýřany | 330 23 
Obora | 331 51 
Ostrov u Bezdružic | 330 38 
Pastuchovice | 331 65 
Pernarec | 330 36 
Pláně | 331 01 
Plasy | 331 01 
Plešnice | 330 33 
Pňovany | 330 33 
Potvorov | 331 41 
Přehýšov | 330 23 
Příšov | 330 11 
Rochlov | 330 23 
Rybnice | 331 51 
Sedlec | 331 41 
Slatina | 331 41 
Studená | 331 41 
Štichovice | 331 41 
Tatiná | 330 11 
Tis u Blatna | 331 65 
Tlučná | 330 26 
Trnová | 330 13 
Třemošná | 330 11 
Úherce | 330 23 
Újezd nade Mží | 330 33 
Úlice | 330 33 
Úněšov | 330 38 
Úterý | 330 41 
Vejprnice | 330 27 
Velečín | 331 65 
Vochov | 330 23 
Všehrdy | 331 41 
Všeruby | 330 16 
Výrov | 331 41 
Vysoká Libyně | 331 41 
Zahrádka | 330 35 
Zbůch | 330 22 
Zruč-Senec | 330 08 
Žihle | 331 65 
Žilov | 330 11
- 
Blovice | 336 01 
Bolkov | 334 01 
Borovno | 335 61 
Borovy | 334 01 
Buková | 334 52 
Čižice | 332 09 
Čížkov | 335 64 
Čmelíny | 335 01 
Dnešice | 334 01 
Dobřany | 334 41 
Dolce | 334 01 
Dolní Lukavice | 334 01 
Drahkov | 336 01 
Honezovice | 333 01 
Horní Lukavice | 334 01 
Horšice | 334 01 
Hradec | 333 01 
Hradiště | 335 44 
Chlum | 332 04 
Chlumčany | 334 42 
Chlumy | 335 01 
Chocenice | 336 01 
Chotěšov | 332 14 
Jarov | 335 01 
Kasejovice | 335 44 
Kbel | 340 12 
Klášter | 335 01 
Kotovice | 333 01 
Kozlovice | 335 01 
Kramolín | 335 01 
Letiny | 336 01 
Lisov | 333 01 
Líšina | 333 01 
Louňová | 336 01 
Lužany | 334 01 
Měcholupy | 335 01 
Merklín | 334 52 
Mileč | 335 01 
Milínov | 332 04 
Míšov | 335 61 
Mladý Smolivec | 335 01 
Mohelnice | 335 01 
Nebílovy | 332 04 
Nekvasovy | 335 01 
Nepomuk | 335 01 
Netunice | 332 04 
Neurazy | 335 01 
Nezdice | 334 01 
Nezdřev | 335 44 
Nová Ves | 334 41 
Nové Mitrovice | 335 61 
Oplot | 334 01 
Oselce | 335 01 
Otěšice | 334 01 
Polánka | 335 01 
Prádlo | 335 01 
Předenice | 332 09 
Přestavlky | 334 01 
Přeštice | 334 01 
Příchovice | 334 01 
Ptenín | 334 52 
Radkovice | 334 01 
Roupov | 334 01 
Řenče | 334 01 
Seč | 336 01 
Sedliště | 335 01 
Skašov | 336 01 
Soběkury | 334 01 
Spálené Poříčí | 335 61 
Srby | 335 01 
Stod | 333 01 
Střelice | 333 01 
Střížovice | 332 04 
Štěnovice | 332 09 
Tojice | 335 01 
Třebčice | 335 01 
Týniště | 334 01 
Únětice | 336 01 
Útušice | 332 09 
Ves Touškov | 333 01 
Vlčí | 334 01 
Vlčtejn | 332 04 
Vrčeň | 335 01 
Vstiš | 334 41 
Zdemyslice | 336 01 
Zemětice | 334 52 
Žákava | 332 04 
Ždírec | 336 01 
Žinkovy | 335 01 
Životice | 335 44
- 
Bezděkov | 338 24 
Břasy | 338 24 
